,user_id,join_date,flag
79,M343689102,2021-11-26 00:54:00,0
80,M151970963,2021-12-02 18:26:00,0
81,M409827437,2021-11-20 14:30:00,0
82,M2548451315,2021-12-25 03:10:00,0
83,M307650820,2021-11-30 00:07:00,0
84,M119555704,2021-11-25 12:38:00,0
85,M2992188643,2021-11-26 08:35:00,0
86,M2495190630,2021-11-07 08:58:00,0
87,M4303121248,2021-12-17 07:15:00,0
88,M3013848525,2021-12-09 03:43:00,0
89,M3033439538,2021-11-24 11:59:00,0
90,M312548714,2021-11-28 20:29:00,0
91,M128680640,2021-12-17 23:46:00,0
92,M308283236,2021-11-29 11:19:00,0
93,M242125975,2021-11-16 12:02:00,0
94,M3412565339,2021-11-23 11:34:00,0
95,M284576155,2021-11-11 03:22:00,0
96,M2709084070,2021-12-08 14:36:00,0
97,M2517527744,2021-12-16 09:44:00,0
98,M391381553,2021-11-14 17:43:00,0
99,M2968455611,2021-12-01 17:53:00,0
100,M4242707989,2021-11-05 14:04:00,0
101,M3316644600,2021-12-21 04:35:00,0
102,M4196475398,2021-11-12 05:41:00,0
103,M153879929,2021-11-09 23:11:00,0
104,M4151924726,2021-12-24 18:24:00,0
105,M385040082,2021-11-19 19:33:00,0
106,M4890081355,2021-11-21 11:50:00,0
107,M2378370047,2021-12-12 18:33:00,0
108,M4310817791,2021-11-29 07:27:00,0
109,M2544997605,2021-12-09 19:55:00,0
110,M4007695967,2021-11-21 05:02:00,0
111,M3605876907,2021-12-09 07:01:00,0
112,M230012549,2021-11-30 09:54:00,0
113,M2690061181,2021-12-28 03:33:00,0
114,M2975823961,2021-12-16 23:15:00,0
115,M302008612,2021-12-18 07:24:00,0
116,M4273326534,2021-12-05 17:40:00,0
117,M3082540683,2021-12-20 19:55:00,0
118,M2349670668,2021-11-23 02:33:00,0
119,M4127063290,2021-12-28 14:10:00,0
120,M221163948,2021-11-08 04:00:00,0
121,M3019521977,2021-11-08 10:38:00,0
122,M400184365,2021-12-10 00:45:00,0
123,M64237203,2021-11-28 17:31:00,0
124,M4831895878,2021-12-10 20:16:00,0
125,M4968068312,2021-11-29 23:54:00,0
126,M411334971,2021-12-11 09:09:00,0
127,M3378343876,2021-12-14 18:46:00,0
128,M4449328936,2021-11-30 03:26:00,0
129,M170989365,2021-12-23 00:25:00,0
130,M340983966,2021-11-19 23:29:00,0
131,M307329798,2021-12-13 15:00:00,0
132,M3379851459,2021-12-31 07:48:00,0
133,M3048654312,2021-11-30 07:39:00,0
134,M44775677,2021-11-17 22:17:00,0
135,M4436515191,2021-12-03 13:12:00,0
136,M4796349669,2021-11-26 20:38:00,0
137,M604764059,2021-11-27 03:51:00,0
138,M2719794991,2021-11-29 00:53:00,0
139,M3700442143,2021-12-04 12:27:00,0
140,M229891076,2021-12-10 20:59:00,0
141,M247173391,2021-11-27 03:33:00,0
142,M523500699,2021-11-09 01:41:00,0
143,M2966015212,2021-11-22 21:15:00,0
144,M111282988,2021-12-04 14:19:00,0
145,M2248151897,2021-11-23 13:36:00,0
146,M4223373792,2021-12-11 03:35:00,0
147,M448812696,2021-11-24 16:04:00,0
148,M2552194326,2021-11-24 11:43:00,0
149,M2613134103,2021-11-30 00:47:00,0
150,M552176568,2021-12-10 16:42:00,0
151,M2545997550,2021-11-13 23:20:00,0
152,M4672506095,2021-11-14 12:27:00,0
153,M4551021249,2021-11-21 21:59:00,0
154,M496489914,2021-11-20 13:18:00,0
155,M4474164232,2021-12-04 21:09:00,0
156,M4268348395,2022-01-04 23:24:00,0
157,M3924423425,2021-11-24 09:06:00,0
158,M3778643404,2021-11-06 17:21:00,0
159,M4173874869,2021-11-17 08:28:00,0
160,M3652164919,2021-12-10 14:29:00,0
161,M584295465,2021-11-17 11:23:00,0
162,M615270479,2021-12-08 02:33:00,0
163,M4472730892,2021-11-22 14:22:00,0
164,M2505263505,2021-11-21 01:10:00,0
165,M4449156335,2021-11-23 21:32:00,0
166,M4356156467,2021-11-26 11:30:00,0
167,M2938926214,2021-12-19 19:58:00,0
168,M4987267906,2021-12-20 04:04:00,0
169,M4867192133,2021-11-29 08:43:00,0
170,M02004029,2021-11-23 14:21:00,0
171,M4499349765,2021-12-23 14:43:00,0
172,M141390279,2021-11-28 22:44:00,0
173,M4734149510,2021-12-02 05:41:00,0
174,M179838947,2021-12-13 00:02:00,0
175,M240534795,2021-11-28 08:54:00,0
176,M266512650,2021-11-21 04:47:00,0
177,M4193551277,2021-12-14 20:14:00,0
178,M3700394710,2021-10-25 16:53:00,0
179,M2652882666,2021-12-10 10:43:00,0
180,M3610321628,2021-12-07 21:26:00,0
181,M2723627407,2021-11-24 08:23:00,0
182,M2216692994,2021-11-29 12:38:00,0
183,M419889580,2021-12-24 16:44:00,0
184,M538569732,2021-11-11 13:45:00,0
185,M4560990506,2021-11-24 14:03:00,0
186,M161467709,2021-11-16 16:02:00,0
187,M4957332404,2021-12-07 19:25:00,0
188,M4991748501,2021-11-20 15:42:00,0
189,M513407341,2021-11-13 10:02:00,0
190,M417370731,2021-11-19 23:11:00,0
191,M2748808252,2021-12-11 04:10:00,0
192,M145524532,2021-11-07 19:46:00,0
193,M296165248,2021-12-15 12:21:00,0
194,M281001597,2021-11-10 16:26:00,0
195,M107390204,2021-12-06 17:46:00,0
196,M2572993889,2021-12-23 23:45:00,0
197,M4912649046,2021-11-29 16:28:00,0
198,M588903536,2021-11-22 22:30:00,0
199,M3240783573,2021-12-04 19:11:00,0
200,M4959394478,2021-11-20 11:05:00,0
201,M2747529483,2021-11-10 17:14:00,0
202,M4559905424,2021-12-04 13:20:00,0
203,M120297781,2021-12-15 00:29:00,0
204,M2577775873,2021-12-04 15:03:00,0
205,M2306130372,2021-11-24 10:24:00,0
206,M95503230,2021-12-05 13:25:00,0
207,M281147748,2021-12-01 06:19:00,0
208,M3119772990,2021-12-30 13:39:00,0
209,M3528759168,2021-12-06 12:38:00,0
210,M3010703303,2021-11-20 12:49:00,0
211,M418282213,2021-12-05 19:58:00,0
212,M3173883311,2021-11-26 07:37:00,0
213,M458586938,2021-12-09 11:47:00,0
214,M3271276861,2021-11-21 03:30:00,0
215,M152904049,2021-12-08 06:45:00,0
216,M3189252718,2021-11-21 02:01:00,0
217,M2567318032,2021-11-17 01:13:00,0
218,M2303424701,2021-11-26 06:45:00,0
219,M236909949,2021-12-05 01:01:00,0
220,M4271024872,2021-12-20 10:54:00,0
221,M3462902832,2021-12-19 15:50:00,0
222,M2509633540,2021-11-28 05:09:00,0
223,M4392107340,2021-12-18 19:57:00,0
224,M203089940,2021-12-12 08:56:00,0
225,M4169885986,2021-11-28 10:58:00,0
226,M4977772866,2021-11-12 08:31:00,0
227,M4948097197,2021-12-19 00:03:00,0
228,M3726955656,2021-11-25 10:56:00,0
229,M4684723321,2021-11-22 15:25:00,0
230,M2287061859,2021-11-24 00:57:00,0
231,M435605168,2021-12-05 03:01:00,0
232,M412397916,2021-11-28 21:20:00,0
233,M4839276640,2021-12-26 15:01:00,0
234,M3652911846,2021-11-26 22:33:00,0
235,M2492282445,2021-12-29 22:51:00,0
236,M192272996,2021-12-04 07:22:00,0
237,M4871696871,2021-11-16 17:22:00,0
238,M2320072574,2021-12-03 04:05:00,0
239,M2850091158,2021-11-30 03:21:00,0
240,M254805596,2021-12-07 18:42:00,0
241,M4421029664,2021-12-06 01:10:00,0
242,M4491242462,2021-11-21 00:57:00,0
243,M3206042567,2021-11-20 23:30:00,0
244,M164961809,2021-11-29 12:42:00,0
245,M2249608225,2021-12-14 02:32:00,0
246,M2402509584,2021-12-01 12:53:00,0
247,M162285938,2021-11-27 02:13:00,0
248,M2839601130,2021-11-24 02:03:00,0
249,M304112597,2021-12-04 19:31:00,0
250,M2360695635,2021-11-26 06:42:00,0
251,M284014108,2021-11-26 23:34:00,0
252,M610069132,2021-11-27 23:23:00,0
253,M112483438,2021-12-21 10:15:00,0
254,M144534939,2021-12-11 21:46:00,0
255,M3735132756,2021-11-11 23:17:00,0
256,M4213272782,2021-11-24 18:34:00,0
257,M2822648647,2021-12-15 12:56:00,0
258,M404672040,2021-11-21 19:01:00,0
259,M2788912354,2021-11-13 06:46:00,0
260,M3195690671,2021-11-16 06:57:00,0
261,M4329888781,2021-11-23 06:41:00,0
262,M2565448093,2021-11-12 20:42:00,0
263,M4985425270,2021-11-22 08:59:00,0
264,M2872693815,2021-11-30 13:12:00,0
265,M4304556095,2021-11-19 22:00:00,0
266,M2632122137,2021-11-10 15:20:00,0
267,M482894382,2021-12-05 18:29:00,0
268,M4904092815,2021-11-13 12:26:00,0
269,M78273883,2021-11-20 06:58:00,0
270,M240700583,2021-11-30 13:15:00,0
271,M186385836,2021-11-17 17:37:00,0
272,M3089682252,2021-11-19 03:38:00,0
273,M120778887,2021-12-23 16:24:00,0
274,M4311734763,2021-12-08 20:39:00,0
275,M2497599192,2021-11-28 21:39:00,0
276,M244390572,2021-11-10 20:32:00,0
277,M2480290698,2021-11-19 18:15:00,0
278,M4300541445,2021-12-02 02:04:00,0
279,M4429565768,2021-11-11 00:22:00,0
280,M2965788575,2021-11-25 14:33:00,0
281,M4040791417,2021-12-17 00:58:00,0
282,M3440354421,2021-12-05 09:06:00,0
283,M3396794109,2021-12-07 08:43:00,0
284,M258109646,2021-12-05 06:44:00,0
285,M2553567889,2021-11-18 02:52:00,0
286,M3837806263,2021-12-03 20:51:00,0
287,M2715458927,2021-11-16 15:56:00,0
288,M349489075,2021-11-24 11:23:00,0
289,M306417311,2021-10-22 17:32:00,0
290,M2552179157,2021-11-09 09:51:00,0
291,M2475961647,2021-12-03 11:44:00,0
292,M2957634988,2021-12-04 01:36:00,0
293,M3234581751,2021-11-28 15:12:00,0
294,M3386157966,2021-11-21 10:17:00,0
295,M4907472335,2021-11-30 15:42:00,0
296,M3073191778,2021-11-28 07:51:00,0
297,M2390690438,2021-12-25 03:47:00,0
298,M3710204148,2021-11-27 01:45:00,0
299,M2831250698,2021-12-31 20:10:00,0
300,M4294558046,2021-12-19 19:46:00,0
301,M4963145310,2021-11-21 17:15:00,0
302,M2600238309,2021-11-14 03:42:00,0
303,M4366894685,2021-11-22 10:53:00,0
304,M2578017326,2021-12-06 09:43:00,0
305,M3819399078,2021-12-24 14:43:00,0
306,M3079535882,2021-11-27 09:20:00,0
307,M2761961350,2021-12-08 07:03:00,0
308,M3471046305,2021-12-08 00:13:00,0
309,M4845973848,2021-11-30 22:27:00,0
310,M462190627,2021-11-29 23:41:00,0
311,M3872978222,2021-11-09 12:18:00,0
312,M324367708,2021-11-22 18:00:00,0
313,M426328793,2021-11-16 14:15:00,0
314,M3615461575,2021-12-07 10:51:00,0
315,M2959277446,2021-12-11 10:09:00,0
316,M2968348026,2021-11-13 08:54:00,0
317,M3971845467,2021-11-21 23:22:00,0
318,M2202799159,2021-11-14 07:57:00,0
319,M4868280856,2021-11-10 17:19:00,0
320,M4308431357,2021-11-27 15:47:00,0
321,M3848604283,2021-11-19 11:35:00,0
322,M370509752,2021-11-18 07:19:00,0
323,M2623723467,2021-11-06 11:34:00,0
324,M64128407,2021-11-25 09:40:00,0
325,M73967147,2021-12-04 00:02:00,0
326,M2760983967,2021-11-17 22:52:00,0
327,M2240669944,2021-12-09 23:14:00,0
328,M4440360732,2021-12-10 17:17:00,0
329,M221142404,2022-01-03 04:07:00,0
330,M144584067,2021-12-23 14:54:00,0
331,M4315068946,2021-12-21 07:05:00,0
332,M2256514451,2021-11-24 06:00:00,0
333,M291562191,2021-11-11 14:18:00,0
334,M2391491014,2021-12-15 01:46:00,0
335,M273637430,2021-12-11 21:21:00,0
336,M3535246838,2021-12-12 04:07:00,0
337,M413851825,2021-12-06 14:54:00,0
338,M4773416607,2021-11-10 20:37:00,0
339,M3025002392,2021-12-13 13:05:00,0
340,M4193946607,2021-12-20 13:52:00,0
341,M344901542,2021-11-22 11:43:00,0
342,M4332042438,2021-12-12 02:03:00,0
343,M2850513881,2021-12-12 12:41:00,0
344,M3662206097,2021-12-02 02:57:00,0
345,M356034758,2021-11-19 20:39:00,0
346,M426007133,2021-11-06 17:24:00,0
347,M2202888023,2021-11-25 20:32:00,0
348,M2506582749,2021-12-07 11:00:00,0
349,M4529432888,2021-11-11 14:44:00,0
350,M87420968,2021-11-24 20:24:00,0
351,M499860808,2021-11-14 11:20:00,0
352,M4412239551,2021-11-19 05:45:00,0
353,M3489010371,2021-12-15 01:40:00,0
354,M4127045898,2021-12-06 23:23:00,0
355,M4127052901,2021-11-27 19:55:00,0
356,M2636368273,2021-10-20 18:54:00,0
357,M569145815,2021-12-05 21:53:00,0
358,M2487459452,2021-11-07 21:12:00,0
359,M2752861998,2021-11-17 17:02:00,0
360,M2625106013,2021-12-07 15:17:00,0
361,M2847152401,2021-12-20 03:49:00,0
362,M3667788672,2021-12-11 02:18:00,0
363,M580352324,2021-11-01 03:18:00,0
364,M2509261141,2021-11-25 03:47:00,0
365,M498276631,2021-12-08 20:31:00,0
366,M3377670599,2021-11-09 03:28:00,0
367,M3051198997,2021-11-12 04:52:00,0
368,M428719771,2021-11-13 02:27:00,0
369,M2361813947,2021-12-13 14:01:00,0
370,M268892428,2021-11-26 19:47:00,0
371,M495607324,2021-12-18 23:28:00,0
372,M2542641161,2021-11-29 16:07:00,0
373,M4992412553,2021-12-12 07:36:00,0
374,M2694756144,2021-11-21 22:33:00,0
375,M3395708967,2021-11-27 15:27:00,0
376,M3245140924,2021-11-30 10:39:00,0
377,M529442230,2021-12-27 00:36:00,0
378,M208354033,2021-11-14 20:34:00,0
379,M394608142,2021-11-24 03:29:00,0
380,M4618080287,2021-11-26 18:38:00,0
381,M4997656019,2021-11-15 09:59:00,0
382,M3382079752,2021-11-23 11:34:00,0
383,M4298127902,2021-11-24 01:36:00,0
384,M4988770194,2021-11-06 20:47:00,0
385,M4504781647,2021-11-27 21:50:00,0
386,M437312744,2021-12-07 03:18:00,0
387,M2969176440,2021-12-05 12:31:00,0
388,M478757292,2021-12-03 20:08:00,0
389,M475969810,2021-12-14 08:35:00,0
390,M2781222612,2021-12-07 03:45:00,0
391,M2797253330,2021-12-06 14:47:00,0
392,M4769330341,2021-11-18 20:16:00,0
393,M3675533949,2021-12-02 09:47:00,0
394,M4152368619,2021-11-24 05:36:00,0
395,M265477723,2021-11-26 09:38:00,0
396,M2261572782,2021-12-13 07:58:00,0
397,M3796053323,2021-12-11 07:29:00,0
398,M3346547968,2021-12-14 18:27:00,0
399,M517754913,2021-11-28 00:54:00,0
400,M2222859713,2021-12-20 15:21:00,0
401,M3430208331,2021-12-07 07:29:00,0
402,M3965536750,2021-12-07 10:01:00,0
403,M3989095408,2021-12-07 17:48:00,0
404,M2435278549,2021-12-08 15:01:00,0
405,M4502039540,2021-12-03 09:30:00,0
406,M91834347,2021-11-25 01:38:00,0
407,M4648205900,2021-12-07 05:52:00,0
408,M527510248,2021-11-30 18:35:00,0
409,M2742460481,2021-12-02 04:33:00,0
410,M2620752917,2021-12-15 16:45:00,0
411,M2968501099,2021-12-13 11:41:00,0
412,M2995670860,2021-12-27 04:37:00,0
413,M31932753,2021-11-21 23:05:00,0
414,M3219339415,2021-12-16 15:23:00,0
415,M2205302656,2021-11-24 10:22:00,0
416,M3252586119,2021-11-25 18:27:00,0
417,M493060517,2021-11-28 18:38:00,0
418,M460087190,2021-12-11 05:25:00,0
419,M468069684,2021-12-16 22:52:00,0
420,M3022869852,2021-10-25 17:36:00,0
421,M2219250410,2021-12-22 18:33:00,0
422,M450738417,2022-01-02 10:53:00,0
423,M2200531811,2021-12-25 20:29:00,0
424,M2628313633,2021-12-30 12:03:00,0
425,M2515021624,2021-12-13 22:56:00,0
426,M201813333,2021-11-02 02:11:00,0
427,M2232981833,2021-11-16 01:01:00,0
428,M125128061,2021-11-15 06:01:00,0
429,M351820008,2021-11-02 22:40:00,0
430,M553757143,2021-12-18 19:06:00,0
431,M2962574681,2021-11-18 15:27:00,0
432,M304792572,2021-12-12 10:16:00,0
433,M288738884,2021-11-25 12:00:00,0
434,M427620475,2021-12-02 19:56:00,0
435,M2815514910,2021-11-16 13:23:00,0
436,M314520782,2021-11-28 12:42:00,0
437,M4661680262,2021-12-23 07:02:00,0
438,M3390982031,2021-12-02 09:03:00,0
439,M3016722658,2021-12-21 23:30:00,0
440,M3319085040,2021-12-10 03:59:00,0
441,M3061744655,2021-11-21 00:50:00,0
442,M191470216,2021-11-20 03:53:00,0
443,M4127036618,2021-12-07 00:35:00,0
444,M283793408,2021-12-02 22:52:00,0
445,M2853759416,2021-11-22 11:29:00,0
446,M84455753,2021-11-30 15:53:00,0
447,M585817416,2021-12-07 19:18:00,0
448,M3306383177,2021-11-23 02:10:00,0
449,M4678171255,2021-11-10 05:12:00,0
450,M438650260,2021-12-16 14:38:00,0
451,M4218818798,2021-11-11 15:12:00,0
452,M2776895726,2021-12-04 09:13:00,0
453,M113129343,2021-11-22 02:33:00,0
454,M2542539977,2021-12-27 01:32:00,0
455,M3421327528,2021-12-15 18:08:00,0
456,M2565544374,2021-12-06 10:10:00,0
457,M197623177,2021-12-16 16:08:00,0
458,M91956422,2021-11-28 10:35:00,0
459,M154973544,2021-12-03 11:44:00,0
460,M4448326869,2021-11-28 00:50:00,0
461,M4616346184,2021-11-23 08:24:00,0
462,M573306420,2021-12-01 08:25:00,0
463,M2712817444,2021-11-22 02:08:00,0
464,M457915455,2021-11-16 14:00:00,0
465,M565725995,2021-11-20 23:20:00,0
466,M290205212,2021-11-23 13:29:00,0
467,M2728665140,2021-10-29 04:26:00,0
468,M3020476778,2021-11-26 01:36:00,0
469,M3196285320,2021-12-06 20:09:00,0
470,M609978600,2021-12-23 01:46:00,0
471,M3709267013,2021-12-16 16:06:00,0
472,M4225446366,2021-11-10 14:32:00,0
473,M3040422520,2021-12-21 03:49:00,0
474,M178784976,2021-11-25 21:41:00,0
475,M3472173014,2021-12-03 11:36:00,0
476,M15795127,2021-11-21 16:24:00,0
477,M2960277848,2021-12-06 08:18:00,0
478,M132834392,2021-11-22 23:22:00,0
479,M511969325,2021-12-30 18:23:00,0
480,M2834171151,2021-12-09 20:33:00,0
481,M3470313652,2021-11-05 19:20:00,0
482,M4928227490,2021-11-25 03:55:00,0
483,M2968801977,2021-12-01 14:14:00,0
484,M3650271369,2021-12-01 07:55:00,0
485,M4336343104,2021-11-21 19:55:00,0
486,M3004223171,2021-11-19 09:43:00,0
487,M2380127764,2021-12-13 19:32:00,0
488,M4492546322,2021-11-26 04:48:00,0
489,M494284976,2021-11-18 03:52:00,0
490,M2709562532,2021-12-06 07:35:00,0
491,M3825768316,2021-11-26 14:45:00,0
492,M291265743,2021-12-08 22:42:00,0
493,M525907090,2021-11-26 05:43:00,0
494,M2265365922,2021-11-08 23:19:00,0
495,M96022946,2021-12-04 09:24:00,0
496,M4272671329,2021-11-10 00:50:00,0
497,M2494321807,2021-11-13 02:58:00,0
498,M599376316,2021-11-17 08:36:00,0
499,M2341717823,2021-12-01 14:04:00,0
500,M308207930,2021-11-27 20:25:00,0
501,M3124580034,2021-12-11 16:03:00,0
502,M2791670171,2021-12-07 16:37:00,0
503,M2749279117,2021-12-11 16:52:00,0
504,M3347058070,2021-12-05 10:12:00,0
505,M4574544701,2021-12-11 06:35:00,0
506,M3102021280,2021-12-10 07:38:00,0
507,M4953534332,2021-12-02 13:44:00,0
508,M4494391659,2021-12-07 15:43:00,0
509,M542909814,2021-12-17 08:56:00,0
510,M194820477,2021-11-23 07:39:00,0
511,M604555904,2021-10-29 11:53:00,0
512,M2638145383,2021-12-05 20:58:00,0
513,M388555557,2021-12-10 02:57:00,0
514,M2651267577,2021-11-18 11:47:00,0
515,M2733406253,2021-11-29 05:35:00,0
516,M2479903137,2021-11-17 23:33:00,0
517,M407525668,2021-11-27 11:55:00,0
518,M4793875432,2021-11-24 16:48:00,0
519,M153480578,2021-11-24 14:17:00,0
520,M2965289230,2021-12-14 04:24:00,0
521,M2437845916,2021-12-08 02:34:00,0
522,M483847392,2021-12-16 02:30:00,0
523,M3709097263,2021-11-16 20:03:00,0
524,M138630466,2021-11-27 22:46:00,0
525,M3166406215,2021-11-18 22:55:00,0
526,M4628822476,2021-12-13 11:15:00,0
527,M3581860700,2021-12-10 14:30:00,0
528,M132736938,2021-11-20 22:05:00,0
529,M4196486598,2021-11-28 11:16:00,0
530,M2222923339,2021-11-20 23:37:00,0
531,M90718083,2021-11-27 13:25:00,0
532,M387663994,2021-12-19 10:19:00,0
533,M2568315588,2021-12-11 01:15:00,0
534,M405775034,2021-10-31 13:07:00,0
535,M3941934576,2021-11-15 10:06:00,0
536,M2492448611,2021-11-20 20:01:00,0
537,M4927084457,2021-11-25 15:13:00,0
538,M524313509,2021-12-07 07:01:00,0
539,M2891198031,2021-12-09 13:13:00,0
540,M425938209,2021-11-09 10:42:00,0
541,M3433506975,2021-12-05 11:04:00,0
542,M2536499060,2021-12-17 17:27:00,0
543,M322920105,2021-12-29 17:07:00,0
544,M2239781986,2021-11-13 17:26:00,0
545,M138081634,2021-12-04 14:29:00,0
546,M102700747,2021-11-22 13:34:00,0
547,M4854473636,2021-11-25 11:26:00,0
548,M2513681298,2021-12-04 00:37:00,0
549,M3138813564,2021-12-05 05:09:00,0
550,M583494884,2021-12-16 07:40:00,0
551,M348610379,2021-12-21 06:39:00,0
552,M399892750,2021-11-17 23:23:00,0
553,M3148147154,2021-11-09 01:10:00,0
554,M2535322234,2021-11-21 02:03:00,0
555,M473462788,2021-11-30 15:52:00,0
556,M2709177520,2021-11-19 00:28:00,0
557,M2323527254,2021-11-27 05:13:00,0
558,M2459015763,2021-12-09 14:33:00,0
559,M294056629,2021-12-13 17:23:00,0
560,M2452510223,2021-12-28 07:28:00,0
561,M4776057577,2021-11-21 18:59:00,0
562,M3087520906,2021-12-05 20:52:00,0
563,M186151121,2021-11-22 11:59:00,0
564,M362528962,2021-11-17 10:44:00,0
565,M618323154,2021-11-30 21:05:00,0
566,M2273025105,2021-12-17 19:10:00,0
567,M337594056,2021-12-14 07:05:00,0
568,M4803086619,2021-12-17 06:11:00,0
569,M2213936927,2021-12-30 16:34:00,0
570,M3350729086,2021-12-24 01:34:00,0
571,M2511860193,2021-11-16 20:29:00,0
572,M604586657,2021-11-23 06:13:00,0
573,M2717064130,2021-12-16 09:01:00,0
574,M2216611129,2021-12-24 13:23:00,0
575,M214539871,2021-11-18 15:07:00,0
576,M520852329,2021-11-22 23:58:00,0
577,M4127075559,2022-01-01 17:33:00,0
578,M410860566,2021-11-21 19:03:00,0
579,M4401528424,2021-11-22 11:58:00,0
580,M339082399,2021-12-15 06:13:00,0
581,M345188565,2021-11-20 08:23:00,0
582,M2370308369,2022-01-08 19:29:00,0
583,M523573399,2021-11-22 17:19:00,0
584,M3761850004,2021-11-27 22:49:00,0
585,M2983717027,2021-11-11 03:31:00,0
586,M427740908,2021-12-27 21:04:00,0
587,M4127113151,2021-12-05 15:07:00,0
588,M4992462111,2021-12-15 19:00:00,0
589,M2399306142,2021-11-12 19:05:00,0
590,M2983501980,2021-12-09 20:31:00,0
591,M4404899500,2021-12-02 18:54:00,0
592,M454212836,2021-11-30 23:37:00,0
593,M2685770971,2022-01-10 03:29:00,0
594,M4131614166,2021-12-10 01:41:00,0
595,M3219320236,2021-11-18 06:40:00,0
596,M3498808606,2021-12-16 20:45:00,0
597,M417674550,2021-11-18 01:46:00,0
598,M57012870,2021-11-18 22:15:00,0
599,M299060802,2021-12-03 11:36:00,0
600,M4160954014,2021-12-01 16:30:00,0
601,M208146751,2021-11-29 20:25:00,0
602,M161957887,2021-11-25 10:48:00,0
603,M616693607,2021-11-24 18:50:00,0
604,M4409836840,2021-11-11 21:25:00,0
605,M252061647,2021-12-16 01:27:00,0
606,M489330209,2021-12-05 18:54:00,0
607,M291843740,2021-11-20 18:58:00,0
608,M2549641618,2021-11-08 14:07:00,0
609,M2355415656,2021-11-28 21:05:00,0
610,M516605425,2021-12-02 11:05:00,0
611,M2732727915,2021-11-29 01:25:00,0
612,M2842712223,2021-12-01 04:12:00,0
613,M2272797436,2021-11-12 12:53:00,0
614,M4594215446,2021-12-03 18:04:00,0
615,M132995900,2021-12-19 19:09:00,0
616,M536209923,2021-11-30 18:26:00,0
